epoch,accuracy,f1_m,loss,precision_m,recall_m,val_accuracy,val_f1_m,val_loss,val_precision_m,val_recall_m
26,0.8064516186714172,0.7200139164924622,0.43694135546684265,0.6447292566299438,0.8529986143112183,0.7948718070983887,0.7751814126968384,0.48952096700668335,0.6734530329704285,0.9513888955116272
27,0.7913978695869446,0.7136974334716797,0.4421316683292389,0.6452008485794067,0.845465362071991,0.8034188151359558,0.780353844165802,0.475375771522522,0.678810179233551,0.9513888955116272
28,0.8322580456733704,0.7560368776321411,0.4025801122188568,0.691162645816803,0.8760727047920227,0.8205128312110901,0.7926691174507141,0.4630211293697357,0.6948415040969849,0.9513888955116272
29,0.8322580456733704,0.7426300048828125,0.4149179756641388,0.7005517482757568,0.8085041046142578,0.8205128312110901,0.7977378368377686,0.4639494717121124,0.7051857709884644,0.9513888955116272
30,0.8301075100898743,0.7531337141990662,0.3772324025630951,0.692872166633606,0.8493322730064392,0.811965823173523,0.7858957052230835,0.4626963138580322,0.6847312450408936,0.9513888955116272
31,0.8258064389228821,0.7438446283340454,0.40635594725608826,0.6898009777069092,0.8315679430961609,0.811965823173523,0.7858957052230835,0.45537814497947693,0.6847312450408936,0.9513888955116272
32,0.8258064389228821,0.750400185585022,0.40440261363983154,0.6751005053520203,0.8613205552101135,0.8205128312110901,0.7926691174507141,0.4430840015411377,0.6948415040969849,0.9513888955116272
33,0.8430107235908508,0.7642825841903687,0.41674768924713135,0.7081051468849182,0.8465072512626648,0.8205128312110901,0.7926691174507141,0.4461681842803955,0.6948415040969849,0.9513888955116272
34,0.8150537610054016,0.731833815574646,0.40405890345573425,0.681269645690918,0.8222726583480835,0.8205128312110901,0.7926691174507141,0.4320727288722992,0.6948415040969849,0.9513888955116272
35,0.8193548321723938,0.7387743592262268,0.4313454031944275,0.6817948818206787,0.8443223237991333,0.8205128312110901,0.7926691174507141,0.43157312273979187,0.6948415040969849,0.9513888955116272
36,0.8408601880073547,0.7623304128646851,0.412420392036438,0.7270740270614624,0.8409053683280945,0.8205128312110901,0.7926691174507141,0.4280220866203308,0.6948415040969849,0.9513888955116272
37,0.8365591168403625,0.7558552622795105,0.3864540755748749,0.6889219880104065,0.8769834637641907,0.8376068472862244,0.8077790141105652,0.41949915885925293,0.719395101070404,0.9513888955116272
38,0.8387096524238586,0.7620469927787781,0.3892442584037781,0.7002447247505188,0.8517012000083923,0.8376068472862244,0.8077790141105652,0.41048234701156616,0.719395101070404,0.9513888955116272
39,0.8322580456733704,0.748093843460083,0.4089043140411377,0.7090213298797607,0.8124371767044067,0.8461538553237915,0.8196211457252502,0.4088934361934662,0.7398496866226196,0.9513888955116272
40,0.8473118543624878,0.7804571986198425,0.37029018998146057,0.7108646631240845,0.8937606811523438,0.8376068472862244,0.8070549368858337,0.4086610972881317,0.7325396537780762,0.9236111044883728
41,0.8258064389228821,0.7466965317726135,0.3902503252029419,0.67166668176651,0.8598038554191589,0.8461538553237915,0.8127529621124268,0.40655750036239624,0.7390756607055664,0.9236111044883728
42,0.8387096524238586,0.7640885710716248,0.3842693269252777,0.690489649772644,0.8946594595909119,0.8290598392486572,0.7952128052711487,0.41849571466445923,0.7120851278305054,0.9236111044883728
43,0.8473118543624878,0.7638018131256104,0.39639025926589966,0.6952369809150696,0.8932662606239319,0.8290598392486572,0.7952128052711487,0.4171616733074188,0.7120851278305054,0.9236111044883728
44,0.8537634611129761,0.7707290053367615,0.37473157048225403,0.7203732132911682,0.8549578189849854,0.8461538553237915,0.8127529621124268,0.4069685935974121,0.7390756607055664,0.9236111044883728
45,0.8344085812568665,0.7587522268295288,0.3989556133747101,0.6993562579154968,0.8472833037376404,0.8376068472862244,0.7966710925102234,0.39776238799095154,0.7335200309753418,0.8958333730697632
46,0.8645161390304565,0.7987632751464844,0.3553163409233093,0.7525795698165894,0.8783352971076965,0.8461538553237915,0.8028249144554138,0.38558241724967957,0.7408729791641235,0.8958333730697632
47,0.8731182813644409,0.8093411922454834,0.3480508327484131,0.7691161632537842,0.8784112334251404,0.8376068472862244,0.7966710925102234,0.39111700654029846,0.7335200309753418,0.8958333730697632
48,0.8473118543624878,0.7727066278457642,0.37702473998069763,0.7078613638877869,0.865548312664032,0.8547008633613586,0.8094915747642517,0.3821231424808502,0.7492064237594604,0.8958333730697632
49,0.85161292552948,0.7780093550682068,0.40088802576065063,0.7286735773086548,0.8469606637954712,0.8461538553237915,0.8028249144554138,0.39315611124038696,0.7408729791641235,0.8958333730697632
50,0.85161292552948,0.7777270674705505,0.3695819675922394,0.7132974863052368,0.878466010093689,0.8461538553237915,0.8094915747642517,0.39937689900398254,0.7408729791641235,0.9236111044883728
51,0.8322580456733704,0.740526556968689,0.3907652795314789,0.6862221360206604,0.8219451308250427,0.8547008633613586,0.8094915747642517,0.3888842463493347,0.7492064237594604,0.8958333730697632
52,0.8322580456733704,0.7485367655754089,0.3774280548095703,0.6914069056510925,0.8523032069206238,0.8547008633613586,0.8094915747642517,0.3905029594898224,0.7492064237594604,0.8958333730697632
53,0.8408601880073547,0.7618229389190674,0.3875299394130707,0.7042022943496704,0.8613566160202026,0.8632478713989258,0.8228249549865723,0.39554083347320557,0.7564979791641235,0.9236111044883728
54,0.8344085812568665,0.7577776312828064,0.37028858065605164,0.6888522505760193,0.8608766198158264,0.8547008633613586,0.8159018754959106,0.4029495120048523,0.7482259273529053,0.9236111044883728
55,0.8365591168403625,0.7675693035125732,0.3851377069950104,0.6962047815322876,0.8691030144691467,0.8547008633613586,0.8255735039710999,0.41071832180023193,0.7464286088943481,0.9513888955116272
56,0.8580645322799683,0.7810099124908447,0.36227262020111084,0.7448145747184753,0.8621390461921692,0.8547008633613586,0.8255735039710999,0.40915751457214355,0.7464286088943481,0.9513888955116272
57,0.8473118543624878,0.7705058455467224,0.3765936493873596,0.7012051343917847,0.8793795108795166,0.8461538553237915,0.8127529621124268,0.4013546407222748,0.7390756607055664,0.9236111044883728
58,0.8430107235908508,0.7709901928901672,0.3856293857097626,0.699381947517395,0.874024510383606,0.8547008633613586,0.8094915747642517,0.39668208360671997,0.7492064237594604,0.8958333730697632
59,0.8494623899459839,0.7692885994911194,0.3815002143383026,0.70634925365448,0.8818448185920715,0.8547008633613586,0.8159018754959106,0.4022175073623657,0.7482259273529053,0.9236111044883728
60,0.8430107235908508,0.761134147644043,0.3754778206348419,0.7113282680511475,0.8528349995613098,0.8547008633613586,0.8255735039710999,0.41223353147506714,0.7464286088943481,0.9513888955116272
61,0.8365591168403625,0.7646773457527161,0.362709105014801,0.690142035484314,0.8790909051895142,0.8461538553237915,0.8094915747642517,0.4010925889015198,0.7408729791641235,0.9236111044883728
62,0.8301075100898743,0.7495888471603394,0.38372528553009033,0.683438241481781,0.8680446743965149,0.8547008633613586,0.8094915747642517,0.38652220368385315,0.7492064237594604,0.8958333730697632
63,0.8580645322799683,0.7774895429611206,0.3642040193080902,0.7476134896278381,0.8394537568092346,0.8547008633613586,0.8094915747642517,0.3864736258983612,0.7492064237594604,0.8958333730697632
64,0.8623656034469604,0.7893410325050354,0.37610048055648804,0.738250195980072,0.8680199384689331,0.8547008633613586,0.8094915747642517,0.39111384749412537,0.7492064237594604,0.8958333730697632
65,0.8537634611129761,0.7899699807167053,0.36030474305152893,0.7263336181640625,0.8763803839683533,0.8547008633613586,0.8094915747642517,0.39086708426475525,0.7492064237594604,0.8958333730697632
66,0.8387096524238586,0.7566205263137817,0.3871086835861206,0.7072786688804626,0.8748208284378052,0.8461538553237915,0.8094915747642517,0.39628884196281433,0.7408729791641235,0.9236111044883728
67,0.8344085812568665,0.7533132433891296,0.38247108459472656,0.706214964389801,0.848292887210846,0.8461538553237915,0.8127529621124268,0.39530596137046814,0.7390756607055664,0.9236111044883728
68,0.8623656034469604,0.7962083220481873,0.3572653532028198,0.7339158654212952,0.8877609372138977,0.8547008633613586,0.8255735039710999,0.39543113112449646,0.7464286088943481,0.9513888955116272
69,0.8537634611129761,0.7728272080421448,0.36049336194992065,0.7095823287963867,0.8683449029922485,0.8547008633613586,0.8159018754959106,0.39316636323928833,0.7482259273529053,0.9236111044883728
70,0.85161292552948,0.7729388475418091,0.3511863350868225,0.7243975400924683,0.8563228845596313,0.8547008633613586,0.8094915747642517,0.38233107328414917,0.7492064237594604,0.8958333730697632
71,0.85161292552948,0.780817985534668,0.3498046100139618,0.712346613407135,0.8885570764541626,0.8547008633613586,0.8094915747642517,0.37638574838638306,0.7492064237594604,0.8958333730697632
72,0.8602150678634644,0.7881625294685364,0.37044385075569153,0.7370052337646484,0.8678998947143555,0.8547008633613586,0.8094915747642517,0.37292441725730896,0.7492064237594604,0.8958333730697632
73,0.85161292552948,0.7746059894561768,0.3763941526412964,0.7166599035263062,0.867860734462738,0.8547008633613586,0.8094915747642517,0.3762266933917999,0.7492064237594604,0.8958333730697632
74,0.8580645322799683,0.7897089719772339,0.3525400757789612,0.7155836224555969,0.9056552648544312,0.8547008633613586,0.8094915747642517,0.37114572525024414,0.7492064237594604,0.8958333730697632
75,0.8494623899459839,0.7782155275344849,0.375410795211792,0.7433505654335022,0.8499280214309692,0.8547008633613586,0.8094915747642517,0.3699437081813812,0.7492064237594604,0.8958333730697632
76,0.8645161390304565,0.808964729309082,0.3697662949562073,0.7615013718605042,0.8757973313331604,0.8547008633613586,0.8094915747642517,0.37359753251075745,0.7492064237594604,0.8958333730697632
77,0.8666666746139526,0.7903939485549927,0.332226037979126,0.7477799654006958,0.8745576739311218,0.8547008633613586,0.8094915747642517,0.3753429651260376,0.7492064237594604,0.8958333730697632
78,0.8387096524238586,0.7578173875808716,0.37940970063209534,0.6943036913871765,0.8475702404975891,0.8547008633613586,0.8094915747642517,0.37535423040390015,0.7492064237594604,0.8958333730697632
79,0.8430107235908508,0.7505513429641724,0.3877984285354614,0.6977875828742981,0.8568534255027771,0.8547008633613586,0.8094915747642517,0.37287870049476624,0.7492064237594604,0.8958333730697632
80,0.8344085812568665,0.7518578171730042,0.359116792678833,0.6976357102394104,0.8419625163078308,0.8547008633613586,0.8094915747642517,0.3734245002269745,0.7492064237594604,0.8958333730697632
81,0.8580645322799683,0.7850703001022339,0.36158275604248047,0.7284431457519531,0.8713155388832092,0.8632478713989258,0.8228249549865723,0.3735445439815521,0.7564979791641235,0.9236111044883728
82,0.8688172101974487,0.8043487071990967,0.33162355422973633,0.7298656702041626,0.9013131260871887,0.8547008633613586,0.8094915747642517,0.37207311391830444,0.7492064237594604,0.8958333730697632
83,0.8494623899459839,0.7755141854286194,0.3603683114051819,0.7167021632194519,0.855545163154602,0.8547008633613586,0.8094915747642517,0.3694494664669037,0.7492064237594604,0.8958333730697632
84,0.8645161390304565,0.8045837879180908,0.3321009576320648,0.7359901666641235,0.9080008864402771,0.8632478713989258,0.8228249549865723,0.37191054224967957,0.7564979791641235,0.9236111044883728
85,0.8537634611129761,0.785038948059082,0.3730316460132599,0.7300976514816284,0.8674554824829102,0.8547008633613586,0.8094915747642517,0.3710595667362213,0.7492064237594604,0.8958333730697632
86,0.8602150678634644,0.7972605228424072,0.34902817010879517,0.7292951941490173,0.9029720425605774,0.8547008633613586,0.8094915747642517,0.36878079175949097,0.7492064237594604,0.8958333730697632
87,0.8731182813644409,0.8052334189414978,0.33431845903396606,0.7484415769577026,0.8897619247436523,0.8632478713989258,0.816737949848175,0.3678528368473053,0.7587301731109619,0.8958333730697632
88,0.8645161390304565,0.7916048169136047,0.3923707902431488,0.7324553728103638,0.8881226181983948,0.8547008633613586,0.8094915747642517,0.37223148345947266,0.7492064237594604,0.8958333730697632
89,0.8580645322799683,0.7704725861549377,0.3682017922401428,0.7389099597930908,0.8379843831062317,0.8376068472862244,0.7966710925102234,0.3767663538455963,0.7335200309753418,0.8958333730697632
90,0.85161292552948,0.7868754267692566,0.3481002748012543,0.7095082402229309,0.898196280002594,0.8376068472862244,0.7966710925102234,0.37294986844062805,0.7335200309753418,0.8958333730697632
91,0.8602150678634644,0.7832393050193787,0.35284990072250366,0.7385410070419312,0.8818270564079285,0.8632478713989258,0.816737949848175,0.3634108006954193,0.7587301731109619,0.8958333730697632
92,0.8494623899459839,0.7799208760261536,0.35272473096847534,0.7231246829032898,0.8590391874313354,0.8717948794364929,0.8303249478340149,0.36408600211143494,0.7658730745315552,0.9236111044883728
93,0.8645161390304565,0.7858679294586182,0.3324040174484253,0.7246841192245483,0.879511833190918,0.8632478713989258,0.816737949848175,0.36239367723464966,0.7587301731109619,0.8958333730697632
94,0.8451613187789917,0.7721419930458069,0.3724336624145508,0.7146596312522888,0.8642677068710327,0.8461538553237915,0.8094915747642517,0.3682825565338135,0.7408729791641235,0.9236111044883728
95,0.8559139966964722,0.7860978841781616,0.3701821267604828,0.7173068523406982,0.8942942023277283,0.8547008633613586,0.8159018754959106,0.37121152877807617,0.7482259273529053,0.9236111044883728
96,0.8559139966964722,0.777529776096344,0.37320828437805176,0.7107837200164795,0.8907620906829834,0.8717948794364929,0.8303249478340149,0.3629065752029419,0.7658730745315552,0.9236111044883728
97,0.8365591168403625,0.7684252858161926,0.35904431343078613,0.7027994394302368,0.8771476745605469,0.8717948794364929,0.8303249478340149,0.361380934715271,0.7658730745315552,0.9236111044883728
98,0.8623656034469604,0.7853917479515076,0.3350757658481598,0.726231575012207,0.8959285020828247,0.8717948794364929,0.8303249478340149,0.3643229007720947,0.7658730745315552,0.9236111044883728
99,0.85161292552948,0.7761701345443726,0.33154934644699097,0.7182362079620361,0.8611632585525513,0.8803418874740601,0.8464068174362183,0.3645981252193451,0.7714285850524902,0.9513888955116272
100,0.85161292552948,0.7718991637229919,0.3647686839103699,0.7158700227737427,0.8876210451126099,0.8717948794364929,0.8389068245887756,0.37346380949020386,0.7620536088943481,0.9513888955116272
101,0.8666666746139526,0.7983853816986084,0.3535645008087158,0.7480500936508179,0.8784343600273132,0.8717948794364929,0.8303249478340149,0.37098428606987,0.7658730745315552,0.9236111044883728
102,0.85161292552948,0.7856276631355286,0.35854634642601013,0.7149961590766907,0.8940620422363281,0.8547008633613586,0.8094915747642517,0.3800969123840332,0.7492064237594604,0.8958333730697632
103,0.8688172101974487,0.7901394367218018,0.3481031656265259,0.7419298887252808,0.8739097714424133,0.8547008633613586,0.8094915747642517,0.3746547996997833,0.7492064237594604,0.8958333730697632
104,0.8473118543624878,0.7707218527793884,0.34632715582847595,0.6983272433280945,0.8878099322319031,0.8547008633613586,0.8094915747642517,0.3703921437263489,0.7492064237594604,0.8958333730697632
105,0.8494623899459839,0.7683467268943787,0.3501322865486145,0.7013120055198669,0.8792765140533447,0.8547008633613586,0.8094915747642517,0.37436947226524353,0.7492064237594604,0.8958333730697632
106,0.8408601880073547,0.771488606929779,0.37153327465057373,0.707624614238739,0.8675060272216797,0.8547008633613586,0.8094915747642517,0.3740846812725067,0.7492064237594604,0.8958333730697632
107,0.8688172101974487,0.8079695105552673,0.37309277057647705,0.763321042060852,0.885428249835968,0.8376068472862244,0.7966710925102234,0.38332268595695496,0.7335200309753418,0.8958333730697632
108,0.8688172101974487,0.8064099550247192,0.33251503109931946,0.7413719892501831,0.8919239640235901,0.8376068472862244,0.7966710925102234,0.3842121362686157,0.7335200309753418,0.8958333730697632
109,0.8709677457809448,0.8068655729293823,0.3495550751686096,0.7511100172996521,0.8799422979354858,0.8461538553237915,0.8028249144554138,0.37817567586898804,0.7408729791641235,0.8958333730697632
110,0.8645161390304565,0.8003278970718384,0.3506585955619812,0.7414030432701111,0.887430727481842,0.8547008633613586,0.8094915747642517,0.37449511885643005,0.7492064237594604,0.8958333730697632
111,0.8602150678634644,0.7942774891853333,0.3385087549686432,0.7263569235801697,0.8926110863685608,0.8632478713989258,0.816737949848175,0.37155771255493164,0.7587301731109619,0.8958333730697632
112,0.8688172101974487,0.8018062114715576,0.35956665873527527,0.7502952814102173,0.8904218077659607,0.8632478713989258,0.816737949848175,0.36656454205513,0.7587301731109619,0.8958333730697632
113,0.875268816947937,0.8147333860397339,0.33068132400512695,0.7618178725242615,0.8922361731529236,0.8632478713989258,0.816737949848175,0.3606533110141754,0.7587301731109619,0.8958333730697632
114,0.8623656034469604,0.7949361205101013,0.362045556306839,0.7444440722465515,0.868610143661499,0.8632478713989258,0.816737949848175,0.3621847331523895,0.7587301731109619,0.8958333730697632
115,0.8473118543624878,0.7770931124687195,0.35903236269950867,0.7164291143417358,0.8659116625785828,0.8717948794364929,0.8328198790550232,0.3629518747329712,0.764285683631897,0.9236111044883728
116,0.8623656034469604,0.7880573272705078,0.36880239844322205,0.745013415813446,0.8690149188041687,0.8717948794364929,0.8328198790550232,0.36442357301712036,0.764285683631897,0.9236111044883728
117,0.8559139966964722,0.7792326807975769,0.3598841726779938,0.7056066393852234,0.8973578810691833,0.8717948794364929,0.8328198790550232,0.376713365316391,0.764285683631897,0.9236111044883728
118,0.8645161390304565,0.7884190082550049,0.36368775367736816,0.7233691811561584,0.9028347134590149,0.8717948794364929,0.8328198790550232,0.3711492717266083,0.764285683631897,0.9236111044883728
119,0.8602150678634644,0.7966004610061646,0.33377066254615784,0.7220620512962341,0.9085378050804138,0.8717948794364929,0.8328198790550232,0.37092480063438416,0.764285683631897,0.9236111044883728
120,0.875268816947937,0.8101899027824402,0.3110658526420593,0.7378999590873718,0.9166972637176514,0.8632478713989258,0.816737949848175,0.3756997287273407,0.7587301731109619,0.8958333730697632
121,0.85161292552948,0.7864063382148743,0.350961297750473,0.7222678065299988,0.8768230676651001,0.8632478713989258,0.816737949848175,0.37267762422561646,0.7587301731109619,0.8958333730697632
122,0.8537634611129761,0.7877065539360046,0.33541274070739746,0.7297225594520569,0.8821428418159485,0.8632478713989258,0.816737949848175,0.36821940541267395,0.7587301731109619,0.8958333730697632
123,0.85161292552948,0.7828360795974731,0.3793279826641083,0.7379864454269409,0.8720972537994385,0.8632478713989258,0.8255735039710999,0.37149155139923096,0.7547619342803955,0.9236111044883728
124,0.8602150678634644,0.7900421023368835,0.36640527844429016,0.7339404821395874,0.8904717564582825,0.8461538553237915,0.8028249144554138,0.3747364282608032,0.7408729791641235,0.8958333730697632
125,0.8322580456733704,0.7313146591186523,0.3875276744365692,0.6879577040672302,0.8644740581512451,0.8547008633613586,0.818906843662262,0.3761212229728699,0.7464286088943481,0.9236111044883728
126,0.85161292552948,0.7674985527992249,0.38569048047065735,0.7132765054702759,0.8543612957000732,0.8717948794364929,0.8328198790550232,0.3680950403213501,0.764285683631897,0.9236111044883728
127,0.85161292552948,0.7872716188430786,0.34470316767692566,0.7165647149085999,0.8985353708267212,0.8717948794364929,0.8328198790550232,0.368969589471817,0.764285683631897,0.9236111044883728
128,0.8623656034469604,0.7883515954017639,0.33771783113479614,0.7311172485351562,0.8801628351211548,0.8632478713989258,0.8255735039710999,0.37492749094963074,0.7547619342803955,0.9236111044883728
129,0.85161292552948,0.7731008529663086,0.35596320033073425,0.7340614795684814,0.869747519493103,0.8632478713989258,0.8255735039710999,0.3783546984195709,0.7547619342803955,0.9236111044883728
130,0.8623656034469604,0.7918885350227356,0.333153635263443,0.7477653622627258,0.8716916441917419,0.8547008633613586,0.818906843662262,0.3818072974681854,0.7464286088943481,0.9236111044883728
131,0.8731182813644409,0.8129826188087463,0.31562668085098267,0.7598468065261841,0.900819718837738,0.8632478713989258,0.816737949848175,0.3776796758174896,0.7587301731109619,0.8958333730697632
132,0.8559139966964722,0.7840665578842163,0.3269682824611664,0.7246853709220886,0.874786913394928,0.8461538553237915,0.8127529621124268,0.3822471499443054,0.7390756607055664,0.9236111044883728
133,0.8580645322799683,0.7915812134742737,0.30878499150276184,0.726735532283783,0.8893948793411255,0.8632478713989258,0.8255735039710999,0.37956398725509644,0.7547619342803955,0.9236111044883728
134,0.8451613187789917,0.7660225033760071,0.37222474813461304,0.7157920002937317,0.8672143220901489,0.8632478713989258,0.816737949848175,0.37793707847595215,0.7587301731109619,0.8958333730697632
135,0.8580645322799683,0.7982960939407349,0.3604182302951813,0.7489282488822937,0.8753842711448669,0.8547008633613586,0.8094915747642517,0.3783194422721863,0.7492064237594604,0.8958333730697632
136,0.8580645322799683,0.7817955017089844,0.3559253215789795,0.7510377168655396,0.8560391068458557,0.8632478713989258,0.816737949848175,0.37627318501472473,0.7587301731109619,0.8958333730697632
137,0.85161292552948,0.7704570889472961,0.3472641110420227,0.7212487459182739,0.8737921118736267,0.8632478713989258,0.816737949848175,0.37329134345054626,0.7587301731109619,0.8958333730697632
138,0.8580645322799683,0.7966744899749756,0.3625486195087433,0.728005051612854,0.9010134339332581,0.8632478713989258,0.816737949848175,0.37020859122276306,0.7587301731109619,0.8958333730697632
139,0.8451613187789917,0.7665830850601196,0.3696536421775818,0.7226521372795105,0.8463248014450073,0.8632478713989258,0.816737949848175,0.36919158697128296,0.7587301731109619,0.8958333730697632
140,0.8387096524238586,0.7495715618133545,0.3533937335014343,0.6919752359390259,0.8807175755500793,0.8632478713989258,0.816737949848175,0.3778993785381317,0.7587301731109619,0.8958333730697632
141,0.8688172101974487,0.8085101246833801,0.32109305262565613,0.739514946937561,0.9039591550827026,0.8632478713989258,0.816737949848175,0.3731520473957062,0.7587301731109619,0.8958333730697632
142,0.8602150678634644,0.7905237674713135,0.3530825078487396,0.7346464991569519,0.8762399554252625,0.8632478713989258,0.816737949848175,0.3736160397529602,0.7587301731109619,0.8958333730697632
143,0.8709677457809448,0.8097450137138367,0.32342463731765747,0.7481396198272705,0.9100531935691833,0.8632478713989258,0.816737949848175,0.37263938784599304,0.7587301731109619,0.8958333730697632
144,0.8580645322799683,0.7951926589012146,0.3370771110057831,0.7491018772125244,0.867682695388794,0.8632478713989258,0.816737949848175,0.3761419653892517,0.7587301731109619,0.8958333730697632
145,0.85161292552948,0.7830079793930054,0.3575098216533661,0.7330658435821533,0.8601966500282288,0.8632478713989258,0.816737949848175,0.378445029258728,0.7587301731109619,0.8958333730697632
146,0.875268816947937,0.8174328207969666,0.317426860332489,0.759112536907196,0.9112318158149719,0.8632478713989258,0.816737949848175,0.37436509132385254,0.7587301731109619,0.8958333730697632
147,0.8451613187789917,0.7713614106178284,0.3551996350288391,0.7008600831031799,0.8728710412979126,0.8632478713989258,0.816737949848175,0.37546783685684204,0.7587301731109619,0.8958333730697632
148,0.8602150678634644,0.7871302366256714,0.37184464931488037,0.743492066860199,0.8607818484306335,0.8632478713989258,0.816737949848175,0.3685171604156494,0.7587301731109619,0.8958333730697632
149,0.8580645322799683,0.7905099391937256,0.3370705544948578,0.7284582853317261,0.8807286620140076,0.8632478713989258,0.816737949848175,0.3729824125766754,0.7587301731109619,0.8958333730697632
150,0.8559139966964722,0.7776305675506592,0.3539978265762329,0.7200888395309448,0.8841344118118286,0.8632478713989258,0.816737949848175,0.377986878156662,0.7587301731109619,0.8958333730697632
151,0.8602150678634644,0.7945305705070496,0.3404555022716522,0.7327584028244019,0.8861376047134399,0.8547008633613586,0.818906843662262,0.3810144066810608,0.7464286088943481,0.9236111044883728
152,0.8537634611129761,0.7804005146026611,0.3227107524871826,0.7176061272621155,0.8707617521286011,0.8632478713989258,0.816737949848175,0.37514573335647583,0.7587301731109619,0.8958333730697632
